drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
COMPOUND 5 [PMID: 23232060],1,0,0.1523430197240725,0.1523430197240725,0.1523430197240725,0.1358024691358024,0.0035795312128856,0.3176470588235294,3.500511415712966,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.11136749414239486,0.27985666785587443,0.0,0.05,0.05,0.06656778614102828,0.0,0.13964074742795976,0.025,0.06656778614102828,0.06418468827823533
ONC201,1,0,0.1400427683131117,0.1400427683131117,0.1400427683131117,0.1111111111111111,0.0010324029536992,0.3079847908745247,13.12691780892362,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.09251334515014673,0.2324778581514713,0.0,0.05,0.05,0.2499205424347548,0.0,0.11600003002051475,0.025,0.2499205424347548,0.06389603912994364
OMIDENEPAG,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
PF-04418948,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
19(R)-OH-PGE2,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
COMPOUND 1 [PMID: 20080612],1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
PGN-9856,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
PF-04852946,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
TG8-260,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
TG7-171,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
TG4-155,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
AH13205,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,1.944728564284981,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.036935017447092655,0.0,0.12503404645533522,0.05892857142857144,0.036935017447092655,0.06364608374020302
STREPTOKINASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,5.000730593875666,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.09514224166732332,0.0,0.13466945673113365,0.025,0.09514224166732332,0.06362489477581963
TAPRENEPAG,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.9723642821424906,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.0184145370133829,0.0,0.12503404645533522,0.05892857142857144,0.0184145370133829,0.06272005971851753
DESMOTEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,3.750547945,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.07133019538766348,0.0,0.13466945673113365,0.025,0.07133019538766348,0.06243429246183664
MRE-269,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.6482428547616604,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.01224104353547965,0.0,0.12503404645533522,0.05892857142857144,0.01224104353547965,0.06241138504462236
TG11-77,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.6482428547616604,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.01224104353547965,0.0,0.12503404645533522,0.05892857142857144,0.01224104353547965,0.06241138504462236
TG6-129,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.4861821410712453,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.009154296796528023,0.0,0.12503404645533522,0.05892857142857144,0.009154296796528023,0.06225704770767478
AH6809,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.4861821410712453,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.009154296796528023,0.0,0.12503404645533522,0.05892857142857144,0.009154296796528023,0.06225704770767478
MISOPROSTOL,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.2430910705356226,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.004524176688100583,0.0,0.12503404645533522,0.05892857142857144,0.004524176688100583,0.06202554170225341
TREPROSTINIL,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.2160809515872201,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.004009718898275312,0.0,0.12503404645533522,0.05892857142857144,0.004009718898275312,0.06199981881276215
ALPROSTADIL,1,0,0.1447431617691939,0.1447431617691939,0.1447431617691939,0.0987654320987654,0.0034968400940623,0.3319672131147541,0.084553416,1,0.125,0.125,0.0,0.0,0.09971823191076944,0.25058310166650166,0.0,0.11785714285714288,0.11785714285714288,0.0015045331422026632,0.0,0.12503404645533522,0.05892857142857144,0.0015045331422026632,0.06187455952495852
COMPOUND 25C [PMID: 36649216],1,0,0.1523430197240725,0.1523430197240725,0.1523430197240725,0.1358024691358024,0.0035795312128856,0.3176470588235294,0.7001022831425934,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.11136749414239486,0.27985666785587443,0.0,0.05,0.05,0.013228802491944172,0.0,0.13964074742795976,0.025,0.013228802491944172,0.06151773909578112
TENECTEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,2.500365296937833,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.047518149123498235,0.0,0.13466945673113365,0.025,0.047518149123498235,0.06124369014862838
RADIOSUMIN B,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,2.500365296937833,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.047518149123498235,0.0,0.13466945673113365,0.025,0.047518149123498235,0.06124369014862838
OKADAIC ACID,1,0,0.1417017836294729,0.1417017836294729,0.1417017836294729,0.1111111111111111,0.0036494121911008,0.3103448275862069,8.751278539282415,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.09505632747709515,0.23886814793859912,0.0,0.05,0.05,0.16657838048306095,0.0,0.1191886081201273,0.025,0.16657838048306095,0.061004362272203974
METHYLTHIONINIUM CHLORIDE,1,0,0.1523430197240725,0.1523430197240725,0.1523430197240725,0.1358024691358024,0.0035795312128856,0.3176470588235294,0.1458546423213736,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.11136749414239486,0.27985666785587443,0.0,0.05,0.05,0.0026721286447296084,0.0,0.13964074742795976,0.025,0.0026721286447296084,0.06098990540342039
HAEMATOXYLIN,1,0,0.1523430197240725,0.1523430197240725,0.1523430197240725,0.1358024691358024,0.0035795312128856,0.3176470588235294,0.1346350544504987,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.11136749414239486,0.27985666785587443,0.0,0.05,0.05,0.0024584307935714184,0.0,0.13964074742795976,0.025,0.0024584307935714184,0.060979220510862485
6-AMINOCAPROIC ACID,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.666910197958555,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.031643451608889865,0.0,0.13466945673113365,0.025,0.031643451608889865,0.060449955272897954
SUTIMLIMAB,1,0,0.1206432651133009,0.1206432651133009,0.1206432651133009,0.0617283950617283,0.0129673577249829,0.2872340425531915,10.50153424713889,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.06277727622891348,0.15775374563091268,0.0,0.18571428571428572,0.18571428571428572,0.19991524526373836,0.0,0.07871476180373055,0.09285714285714286,0.19991524526373836,0.060053095556107716
BOVINE CARTILAGE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
PAMITEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
DUTEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
AMEDIPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
FAT EMULSION,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
LANOTEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
TROPLASMINOGEN ALFA,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
TRANEXAMIC ACID,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
MONTEPLASE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,1.250182648468916,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.023706102851585684,0.0,0.13466945673113365,0.025,0.023706102851585684,0.06005308783503275
NYSTATIN,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.8334550989792776,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.015768754094281506,0.0,0.13466945673113365,0.025,0.015768754094281506,0.05965622039716754
BIS-TRIAZOLE DERIVATIVE 10,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.6250913242344582,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.011800079715629417,0.0,0.13466945673113365,0.025,0.011800079715629417,0.05945778667823493
DEFIBROTIDE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.4167275494896388,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.007831405336977326,0.0,0.13466945673113365,0.025,0.007831405336977326,0.059259352959302326
APROTININ,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.3125456621172291,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.0058470681476512805,0.0,0.13466945673113365,0.025,0.0058470681476512805,0.05916013609983603
OXYMETHOLONE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.2778183663264259,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.005185622417875933,0.0,0.13466945673113365,0.025,0.005185622417875933,0.05912706381334726
NORETHINDRONE,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.2500365296937833,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.004656465834055654,0.0,0.13466945673113365,0.025,0.004656465834055654,0.05910060598415624
GARLIC,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.2500365296937833,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.004656465834055654,0.0,0.13466945673113365,0.025,0.004656465834055654,0.05910060598415624
INOSITOL,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.1666910197958555,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.0030689960825948165,0.0,0.13466945673113365,0.025,0.0030689960825948165,0.059021232496583205
PD-98059,1,0,0.1497564600882522,0.1497564600882522,0.1497564600882522,0.1358024691358024,0.0031220835427473,0.3103448275862069,0.06757744,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.10740274747814096,0.2698936099735439,0.0,0.05,0.05,0.0011811942072734863,0.0,0.13466945673113365,0.025,0.0011811942072734863,0.058926842402817134
AL12180,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
TAFLUPROST ACID,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
LATANOPROST (FREE ACID FORM),1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
AS604872,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
"13,14-DIHYDRO-16-M-CHLOROPHENOXY-W-TETRANOR-PGF1&ALPHA;",1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
BAY-6672,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
[3H]PGF2&ALPHA;,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,2.100306849,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.03989829430833836,0.0,0.11125714664508156,0.05892857142857144,0.03989829430833836,0.058283487659163837
RILAPLADIB,1,0,0.1318342151675485,0.1318342151675485,0.1318342151675485,0.074074074074074,0.0,0.3214285714285714,6.563458904461812,1,0.125,0.125,0.0,0.0,0.07993105891497894,0.20085968512083252,0.0,0.11785714285714288,0.11785714285714288,0.12490729950721402,0.0,0.10022343499373923,0.05892857142857144,0.12490729950721402,0.05812045325857068
PBT-3,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
NTP42,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
ONO-3708,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
KW-3635,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
[3H]SQ-29548,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
IFETROBAN,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
VAPIPROST,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
EP 171,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
DOMITROBAN,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
DALTROBAN,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
I-BOP,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
I-SAP,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
ICI 192605,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
[125I]BOP,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
SQ-29548,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
AGN 191976,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
STA2,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
"10,10-DIFLUORO TXA2",1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
[125I]SQ-29548,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
[125I]SAP,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
