drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
PEGPLERANIB SODIUM,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.1093909817410302,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0019776106284654918,0.0,0.04553514938684988,0.0,0.0019776106284654918,0.01831294028616323
BENZOCAINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.4605936073306534,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.008666915732483028,0.0,0.02087164596618152,0.04761904761904762,0.008666915732483028,0.018305813696906287
IMATINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.096264064,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0017275841439035663,0.0,0.04553514938684988,0.0,0.0017275841439035663,0.01830043896193513
ANLOTINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.093763699,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.001679960057015473,0.0,0.04553514938684988,0.0,0.001679960057015473,0.018298057757590726
SU-014813,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.093763699,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.001679960057015473,0.0,0.04553514938684988,0.0,0.001679960057015473,0.018298057757590726
AXITINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.089501712,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0015987826132406937,0.0,0.04553514938684988,0.0,0.0015987826132406937,0.018293998885401987
NILOTINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.082043236,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.001456722110443398,0.0,0.04553514938684988,0.0,0.001456722110443398,0.018286895860262123
VARGATEF,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.082043236,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.001456722110443398,0.0,0.04553514938684988,0.0,0.001456722110443398,0.018286895860262123
ROMIPLOSTIM,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.082043236,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.001456722110443398,0.0,0.04553514938684988,0.0,0.001456722110443398,0.018286895860262123
REGORAFENIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.079557078,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0014093686222088687,0.0,0.04553514938684988,0.0,0.0014093686222088687,0.018284528185850395
PONATINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.078761507,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0013942154975932035,0.0,0.04553514938684988,0.0,0.0013942154975932035,0.018283770529619613
PAZOPANIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.067897851,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0011872970287831062,0.0,0.04553514938684988,0.0,0.0011872970287831062,0.018273424606179107
BARASERTIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.059667808,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0010305406020515106,0.0,0.04553514938684988,0.0,0.0010305406020515106,0.018265586784842528
DASATINIB ANHYDROUS,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.059667808,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0010305406020515106,0.0,0.04553514938684988,0.0,0.0010305406020515106,0.018265586784842528
XL-999,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.059667808,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0010305406020515106,0.0,0.04553514938684988,0.0,0.0010305406020515106,0.018265586784842528
ROPIVACAINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.4145342465975881,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.007789629817202041,0.0,0.02087164596618152,0.04761904761904762,0.007789629817202041,0.018261949401142237
CRENOLANIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.043756393,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000727478204972478,0.0,0.04553514938684988,0.0,0.000727478204972478,0.018250433664988575
TG100-801,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.041021618,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0006753893450582712,0.0,0.04553514938684988,0.0,0.0006753893450582712,0.018247829221992865
LINIFANIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.041021618,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0006753893450582712,0.0,0.04553514938684988,0.0,0.0006753893450582712,0.018247829221992865
CEP-2563,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.038608582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0006294286008756826,0.0,0.04553514938684988,0.0,0.0006294286008756826,0.018245531184783736
LENVATINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.036463661,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000588574603930398,0.0,0.04553514938684988,0.0,0.000588574603930398,0.01824348848493647
CEDIRANIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.035800685,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0005759469969095348,0.0,0.04553514938684988,0.0,0.0005759469969095348,0.01824285710458543
FORETINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.034544521,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000552021024708798,0.0,0.04553514938684988,0.0,0.000552021024708798,0.018241660805975394
ENMD-981693,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.034544521,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000552021024708798,0.0,0.04553514938684988,0.0,0.000552021024708798,0.018241660805975394
QUIZARTINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.034544521,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000552021024708798,0.0,0.04553514938684988,0.0,0.000552021024708798,0.018241660805975394
BEVACIZUMAB-AWWB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.032817295,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.000519122803409358,0.0,0.04553514938684988,0.0,0.000519122803409358,0.018240015894910422
DOVITINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.032492371,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0005129340234480216,0.0,0.04553514938684988,0.0,0.0005129340234480216,0.018239706455912354
DORAMAPIMOD,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.028536778,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0004375924214315421,0.0,0.04553514938684988,0.0,0.0004375924214315421,0.01823593937581153
BARASERTIB-HQPA,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.028536778,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0004375924214315421,0.0,0.04553514938684988,0.0,0.0004375924214315421,0.01823593937581153
MK-2461,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.027347745,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0004149450835809441,0.0,0.04553514938684988,0.0,0.0004149450835809441,0.018234807008919
RABEPRAZOLE,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.025244073,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0003748767503127814,0.0,0.04553514938684988,0.0,0.0003748767503127814,0.01823280359225559
PD-0166285,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.025244073,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0003748767503127814,0.0,0.04553514938684988,0.0,0.0003748767503127814,0.01823280359225559
PP2,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.021878196,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0003107673827993841,0.0,0.04553514938684988,0.0,0.0003107673827993841,0.01822959812387992
CHEMBL:CHEMBL546797,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.020510809,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0002847229623657076,0.0,0.04553514938684988,0.0,0.0002847229623657076,0.018228295902858238
HESPERADIN,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.016408647,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.00020658968201782408,0.0,0.04553514938684988,0.0,0.00020658968201782408,0.018224389238840843
AST-487,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.016008436,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.00019896692156582177,0.0,0.04553514938684988,0.0,0.00019896692156582177,0.018224008100818243
SNS-314,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.015627283,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0001917071560557232,0.0,0.04553514938684988,0.0,0.0001917071560557232,0.01822364511254274
CP-547632,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.014916952,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.00017817758526773574,0.0,0.04553514938684988,0.0,0.00017817758526773574,0.01822296863400334
RG-1530,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.013964806,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.00016004219950039745,0.0,0.04553514938684988,0.0,0.00016004219950039745,0.01822206186471497
VANDETANIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.011316308,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0001095966450013775,0.0,0.04553514938684988,0.0,0.0001095966450013775,0.018219539586990022
TOZASERTIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.00899104,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,6.530760509316269e-05,0.0,0.04553514938684988,0.0,6.530760509316269e-05,0.01821732513499461
TAMATINIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.008103036,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,4.839392262961248e-05,0.0,0.04553514938684988,0.0,4.839392262961248e-05,0.018216479450871435
NVP-TAE684,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.00637229,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,1.5428656404393227e-05,0.0,0.04553514938684988,0.0,1.5428656404393227e-05,0.018214831187560173
PF-562271,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.006077277,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,9.809586890495392e-06,0.0,0.04553514938684988,0.0,9.809586890495392e-06,0.018214550234084477
FLUPIRTINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.364636606,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.006839236746058267,0.0,0.02087164596618152,0.04761904761904762,0.006839236746058267,0.018214429747585047
CENISERTIB,1,0,0.1033799322198015,0.1033799322198015,0.1033799322198015,0.0123456790123456,0.0,0.2977941176470588,0.005562253,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.036315585357556635,0.0912578556935719,0.0,0.0,0.0,0.0,0.0,0.04553514938684988,0.0,0.0,0.018214059754739952
PROCAINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.3454452054979901,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.006473700944280559,0.0,0.02087164596618152,0.04761904761904762,0.006473700944280559,0.018196152957496162
BENOXINATE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.3454452054979901,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.006473700944280559,0.0,0.02087164596618152,0.04761904761904762,0.006473700944280559,0.018196152957496162
RILPIVIRINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.3454452054979901,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.006473700944280559,0.0,0.02087164596618152,0.04761904761904762,0.006473700944280559,0.018196152957496162
AMILORIDE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.3431873936973497,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.006430696732747178,0.0,0.02087164596618152,0.04761904761904762,0.006430696732747178,0.018194002746919492
CALCITONIN,1,0,0.0854405275422678,0.0854405275422678,0.0854405275422678,0.0123456790123456,0.0,0.2439759036144578,4.375639269641208,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.008817593867638522,0.02215783391111007,0.0,0.09523809523809525,0.09523809523809525,0.08323621853136706,0.0,0.011056147107152282,0.04761904761904762,0.08323621853136706,0.018108079293238794
TIAPRIDE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.2302968036653267,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.004280486156078087,0.0,0.02087164596618152,0.04761904761904762,0.004280486156078087,0.018086492218086038
CONATUMUMAB,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.172722603,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.003183878766757706,0.0,0.02087164596618152,0.04761904761904762,0.003183878766757706,0.01803166184862002
CHEMBL:CHEMBL2332580,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,1.250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.023706102851585684,0.0,0.04209139825662721,0.0,0.023706102851585684,0.018021864445230167
ERTEBEREL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,1.250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.023706102851585684,0.0,0.04209139825662721,0.0,0.023706102851585684,0.018021864445230167
MF101,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,1.250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.023706102851585684,0.0,0.04209139825662721,0.0,0.023706102851585684,0.018021864445230167
VERAPAMIL,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.1296485709523321,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.0023634539708344456,0.0,0.02087164596618152,0.04761904761904762,0.0023634539708344456,0.017990640608823855
BUPIVACAINE,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.1219218372345847,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.0022162840024757603,0.0,0.02087164596618152,0.04761904761904762,0.0022162840024757603,0.01798328211040592
AFACIFENACIN,1,0,0.0905475258456288,0.0905475258456288,0.0905475258456288,0.0246913580246913,0.0,0.2469512195121951,0.09869863,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01664573523627137,0.04182926116015279,0.0,0.09523809523809525,0.09523809523809525,0.0017739549668509354,0.0,0.02087164596618152,0.04761904761904762,0.0017739549668509354,0.01796116565862468
VALZIFLOCEPT,1,0,0.0991631452803914,0.0991631452803914,0.0991631452803914,0.0246913580246913,0.0009859972795702,0.2718120805369127,2.917092846427472,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.029851983389766135,0.07501539533310371,0.0,0.0,0.0,0.055455497880802423,0.0,0.037430610294814176,0.0,0.055455497880802423,0.017745019011965794
PRINABEREL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.9376369863516876,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.017753091283607556,0.0,0.04209139825662721,0.0,0.017753091283607556,0.017724213866831262
ICI-164384,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
PHTPP,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
MENERBA,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
FERB 033,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
MK-6913,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
FISPEMIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
ARZOXIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
ESTROGEN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.011800079715629417,0.0,0.04209139825662721,0.0,0.011800079715629417,0.017426563288432357
LASOFOXIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.4167275494896388,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.007831405336977326,0.0,0.04209139825662721,0.0,0.007831405336977326,0.01722812956949975
OSPEMIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.375054795,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.007037670469995605,0.0,0.04209139825662721,0.0,0.007037670469995605,0.017188442826150663
AC-186,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
ACOLBIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
WAY200070,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
COMPOUND 14 [PMID: 34333981],1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
BISPHENOL A,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
CHF 4227,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
CR 1447,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
CHF4227,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
